Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Planeswalker,Land,Text,Colour Identity,Rarity,Collector No.,Price,Price STD,Price Foil,Price Etched,Card Type,Creature_Advisor,Creature_Angel,Creature_Archer,Creature_Artifact,Creature_Assassin,Creature_Badger,Creature_Bard,Creature_Bat,Creature_Bear,Creature_Berserker,Creature_Bird,Creature_Boar,Creature_Cat,Creature_Citizen,Creature_Cleric,Creature_Coyote,Creature_Crab,Creature_Dragon,Creature_Druid,Creature_Elemental,Creature_Elk,Creature_Fish,Creature_Frog,Creature_Hamster,Creature_Insect,Creature_Knight,Creature_Legendary,Creature_Lizard,Creature_Mercenary,Creature_Mole,Creature_Mouse,Creature_Noble,Creature_Otter,Creature_Possum,Creature_Rabbit,Creature_Raccoon,Creature_Ranger,Creature_Rat,Creature_Rogue,Creature_Scout,Creature_Shapeshifter,Creature_Skunk,Creature_Snake,Creature_Soldier,Creature_Squirrel,Creature_Turtle,Creature_Warlock,Creature_Warrior,Creature_Weasel,Creature_Wizard,Creature_Wolverine,Key_Artifacts,Key_Changeling,Key_Deathtouch,Key_Do Crime,Key_Double strike,Key_Enchant,Key_Equip,Key_Fight,Key_First strike,Key_Flash,Key_Flashback,Key_Flying,Key_Food,Key_Forage,Key_Gift,Key_Haste,Key_Landfall,Key_Lifelink,Key_Menace,Key_Mill,Key_Modified,Key_Outlaw,Key_Prowess,Key_Reach,Key_Scry,Key_Surveil,Key_Threshold,Key_Trample,Key_Treasure,Key_Valiant,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured,Colour,Mana_Black,Mana_White,Mana_Red,Mana_Green,Mana_Blue,Mana_Uncoloured
Heartfire Hero,{R},1.0,1,1,Creature — Mouse Soldier,1,0,0,0,"Valiant — Whenever Heartfire Hero becomes the target of a spell or ability you control for the first time each turn, put a +1/+1 counter on it.
When Heartfire Hero dies, it deals damage equal to its power to each opponent.",['R'],uncommon,138,0.18,0.18,0.3,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Hearthborn Battler,{2}{R},3.0,2,3,Creature — Lizard Warlock,1,0,0,0,"Haste
Whenever a player casts their second spell each turn, Hearthborn Battler deals 2 damage to target opponent.",['R'],rare,139,0.46,0.46,1.06,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Hired Claw,{R},1.0,1,2,Creature — Lizard Mercenary,1,0,0,0,"Whenever you attack with one or more Lizards, Hired Claw deals 1 damage to target opponent.
{1}{R}: Put a +1/+1 counter on Hired Claw. Activate this ability only if an opponent has lost life this turn and only once each turn.",['R'],rare,140,1.1,1.1,0.44,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Hoarder's Overflow,{1}{R},2.0,,,Enchantment,0,1,0,0,"When Hoarder's Overflow enters and whenever you expend 4, put a stash counter on it. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{1}{R}, Sacrifice Hoarder's Overflow: Discard your hand, then draw cards equal to the number of stash counters on Hoarder's Overflow.",['R'],uncommon,141,0.15,0.15,0.25,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Kindlespark Duo,{2}{R},3.0,1,3,Creature — Lizard Otter,1,0,0,0,"{T}: Kindlespark Duo deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap Kindlespark Duo.",['R'],common,142,0.12,0.12,0.33,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Manifold Mouse,{1}{R},2.0,1,2,Creature — Mouse Soldier,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
At the beginning of combat on your turn, target Mouse you control gains your choice of double strike or trample until end of turn.",['R'],rare,143,0.97,0.97,0.68,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Might of the Meek,{R},1.0,,,Instant,0,1,0,0,"Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse.
Draw a card.",['R'],common,144,0.12,0.12,0.2,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Playful Shove,{1}{R},2.0,,,Sorcery,0,1,0,0,"Playful Shove deals 1 damage to any target.
Draw a card.",['R'],uncommon,145,0.13,0.13,0.26,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Quaketusk Boar,{3}{R}{R},5.0,5,5,Creature — Elemental Boar,1,0,0,0,"Reach, trample, haste",['R'],uncommon,146,0.2,0.2,,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Rabid Gnaw,{1}{R},2.0,,,Instant,0,1,0,0,Target creature you control gets +1/+0 until end of turn. Then it deals damage equal to its power to target creature you don't control.,['R'],uncommon,147,0.19,0.19,0.37,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Raccoon Rallier,{1}{R},2.0,2,2,Creature — Raccoon Bard,1,0,0,0,{T}: Target creature you control gains haste until end of turn. Activate only as a sorcery.,['R'],common,148,0.24,0.24,0.45,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Reptilian Recruiter,{3}{R}{R},5.0,4,2,Creature — Lizard Warrior,1,0,0,0,"Trample
When Reptilian Recruiter enters, choose target creature. If that creature's power is 2 or less or if you control another Lizard, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.",['R'],uncommon,149,0.22,0.22,0.46,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Roughshod Duo,{2}{R},3.0,3,2,Creature — Mouse Raccoon,1,0,0,0,"Trample
Whenever you expend 4, target creature you control gets +1/+1 and gains trample until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['R'],common,150,0.41,0.41,0.39,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Sazacap's Brew,{1}{R},2.0,,,Instant,0,1,0,0,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
As an additional cost to cast this spell, discard a card.
Target player draws two cards. If the gift was promised, target creature you control gets +2/+0 until end of turn.",['R'],common,151,0.3,0.3,0.48,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Season of the Bold,{3}{R}{R},5.0,,,Sorcery,0,1,0,0,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Create a tapped Treasure token.
{P}{P} — Exile the top two cards of your library. Until the end of your next turn, you may play them.
{P}{P}{P} — Until the end of your next turn, whenever you cast a spell, Season of the Bold deals 2 damage to up to one target creature.",['R'],mythic,152,3.22,3.22,2.9,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Steampath Charger,{1}{R},2.0,2,1,Creature — Lizard Warlock,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If do, when this creature enters, create a 1/1 token copy of it.)
When this creature dies, it deals 1 damage to target player.",['R'],common,153,0.17,0.17,0.27,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Stormsplitter,{3}{R},4.0,1,4,Creature — Otter Wizard,1,0,0,0,"Haste
Whenever you cast an instant or sorcery spell, create a token that's a copy of Stormsplitter. Exile that token at the beginning of the next end step.",['R'],mythic,154,3.19,3.19,3.34,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Sunspine Lynx,{2}{R}{R},4.0,5,4,Creature — Elemental Cat,1,0,0,0,"Players can't gain life.
Damage can't be prevented.
When Sunspine Lynx enters, it deals damage to each player equal to the number of nonbasic lands that player controls.",['R'],rare,155,1.41,1.41,0.98,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Take Out the Trash,{1}{R},2.0,,,Instant,0,1,0,0,"Take Out the Trash deals 3 damage to target creature or planeswalker. If you control a Raccoon, you may discard a card. If you do, draw a card.",['R'],common,156,0.13,0.13,0.18,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Teapot Slinger,{3}{R},4.0,3,4,Creature — Raccoon Warrior,1,0,0,0,"Menace
Whenever you expend 4, Teapot Slinger deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['R'],uncommon,157,0.16,0.16,0.29,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Valley Flamecaller,{2}{R},3.0,3,3,Creature — Lizard Warlock,1,0,0,0,"If a Lizard, Mouse, Otter, or Raccoon you control would deal damage to a permanent or player, it deals that much damage plus 1 instead.",['R'],rare,158,0.9,0.9,1.42,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Valley Rally,{2}{R},3.0,,,Instant,0,1,0,0,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Creatures you control get +2/+0 until end of turn. If the gift was promised, target creature you control gains first strike until end of turn.",['R'],uncommon,159,0.13,0.13,0.39,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
War Squeak,{R},1.0,,,Enchantment — Aura,0,1,0,0,"Enchant creature
When War Squeak enters, target creature an opponent controls can't block this turn.
Enchanted creature gets +1/+1 and has haste.",['R'],common,160,0.13,0.13,0.25,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Whiskerquill Scribe,{1}{R},2.0,2,2,Creature — Mouse Citizen,1,0,0,0,"Valiant — Whenever Whiskerquill Scribe becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",['R'],common,161,0.16,0.16,0.15,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Wildfire Howl,{1}{R}{R},3.0,,,Sorcery,0,1,0,0,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Wildfire Howl deals 2 damage to each creature. If the gift was promised, instead Wildfire Howl deals 1 damage to any target and 2 damage to each creature.",['R'],uncommon,162,0.14,0.14,0.24,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red,0,0,0,0,0,0
Bakersbane Duo,{1}{G},2.0,2,2,Creature — Squirrel Raccoon,1,0,0,0,"When Bakersbane Duo enters, create a Food token.
Whenever you expend 4, Bakersbane Duo gets +1/+1 until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['G'],common,163,0.13,0.13,0.66,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Bark-Knuckle Boxer,{1}{G},2.0,3,2,Creature — Raccoon Berserker,1,0,0,0,"Whenever you expend 4, Bark-Knuckle Boxer gains indestructible until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['G'],uncommon,164,0.2,0.2,0.27,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Brambleguard Veteran,{1}{G}{G},3.0,3,4,Creature — Raccoon Warrior,1,0,0,0,"Whenever you expend 4, Raccoons you control get +1/+1 and gain vigilance until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['G'],uncommon,165,0.17,0.17,0.23,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Bushy Bodyguard,{1}{G},2.0,2,1,Creature — Squirrel Warrior,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, you may forage. If you do, put two +1/+1 counters on it. (To forage, exile three cards from your graveyard or sacrifice a Food.)",['G'],uncommon,166,0.13,0.13,0.53,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Cache Grab,{1}{G},2.0,,,Instant,0,1,0,0,"Mill four cards. You may put a permanent card from among the cards milled this way into your hand. If you control a Squirrel or returned a Squirrel card to your hand this way, create a Food token. (To mill four cards, put the top four cards of your library into your graveyard. A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",['G'],common,167,0.14,0.14,0.22,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Clifftop Lookout,{2}{G},3.0,1,2,Creature — Frog Scout,1,0,0,0,"Reach
When Clifftop Lookout enters, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.",['G'],uncommon,168,0.13,0.13,0.34,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Curious Forager,{2}{G},3.0,3,2,Creature — Squirrel Druid,1,0,0,0,"When Curious Forager enters, you may forage. When you do, return target permanent card from your graveyard to your hand. (To forage, exile three cards from your graveyard or sacrifice a Food.)",['G'],uncommon,169,0.14,0.14,0.5,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Druid of the Spade,{2}{G},3.0,2,3,Creature — Rabbit Druid,1,0,0,0,"As long as you control a token, Druid of the Spade gets +2/+0 and has trample.",['G'],common,170,0.15,0.15,,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
